City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,zhaobaoshan,29.9695,121.6875,23.01,90,100,2.93,CN,1715403852
363,puerto deseado,-47.7503,-65.8938,3.04,81,61,3.62,AR,1715403955
364,preobrazheniye,42.9019,133.9064,13.24,64,100,3.38,RU,1715403955
365,kirakira,-10.4544,161.9205,26.81,85,42,4.0,SB,1715403955
366,lozova,48.8894,36.3176,10.81,55,95,3.86,UA,1715403955
367,karratha,-20.7377,116.8463,30.63,24,86,7.32,AU,1715403955
368,pacov,49.4708,15.0017,9.91,86,57,0.63,CZ,1715403956
369,puerto ayacucho,5.6639,-67.6236,23.27,97,100,1.41,VE,1715403956
370,santa ana,33.7456,-117.8678,17.72,81,100,3.6,US,1715403167
371,yuzhno-kurilsk,44.0306,145.8556,7.99,76,97,3.23,RU,1715403956
372,sete,43.4018,3.6966,14.41,71,5,3.66,FR,1715403956
373,kabinda,-6.1333,24.4833,21.46,82,100,2.05,CD,1715403956
374,kargopol',61.5071,38.9456,0.88,80,100,5.34,RU,1715403956
375,al bayda,32.7627,21.7551,13.07,90,77,7.45,LY,1715403956
376,mana,5.6592,-53.7767,25.4,91,100,3.25,GF,1715403956
377,santa cruz,-17.8,-63.1667,23.7,94,75,2.57,BO,1715403957
378,yanjiang,30.1211,104.6481,19.24,83,100,4.92,CN,1715403853
379,barleben,52.2019,11.6177,12.11,91,99,2.41,DE,1715403957
380,sao joao da barra,-21.6403,-41.0511,23.22,92,22,2.06,BR,1715403918
381,ariquemes,-9.9133,-63.0408,23.43,81,11,0.02,BR,1715403603
382,goundi,9.3627,17.366,29.54,30,83,2.6,TD,1715403957
383,juan griego,11.0817,-63.9655,26.25,88,100,4.41,VE,1715403957
384,rocky mountain house,52.3668,-114.9188,15.06,33,56,2.57,CA,1715403711
385,ceeldheer,3.8488,47.1806,29.36,70,56,5.87,SO,1715403957
386,kudahuvadhoo,2.6708,72.8944,29.59,74,93,4.68,MV,1715403958
387,shantobe,52.4581,68.1839,9.75,36,65,5.83,KZ,1715403958
388,sungai penuh,-2.0833,101.3833,24.78,83,83,1.19,ID,1715403810
389,kuala terengganu,5.3302,103.1408,32.97,66,20,2.24,MY,1715403958
390,abra pampa,-22.7205,-65.697,10.18,22,7,3.02,AR,1715403958
391,al burayqah,30.4062,19.5739,18.22,75,0,4.28,LY,1715403958
392,mogadishu,2.0371,45.3438,25.93,94,0,3.6,SO,1715403958
393,laguna,38.421,-121.4238,24.82,50,0,1.54,US,1715403958
394,naifaru,5.4444,73.3657,29.58,71,89,2.58,MV,1715403958
395,arkhangel'sk,64.5401,40.5433,0.07,80,75,5.0,RU,1715403919
396,klyuchi,52.2667,79.1667,16.26,36,100,4.5,RU,1715403959
397,spring creek,40.7266,-115.5859,10.49,49,20,1.7,US,1715403959
398,chibougamau,49.9168,-74.3659,4.79,75,0,0.0,CA,1715403959
399,pacific grove,36.6177,-121.9166,14.68,84,0,2.57,US,1715403959
400,kaoma,-14.7833,24.8,14.29,71,0,2.27,ZM,1715403741
401,susuman,62.7833,148.1667,3.32,73,100,1.34,RU,1715403959
402,tres palos,18.1833,-101.6167,21.07,77,75,1.09,MX,1715403959
403,bengkulu,-3.8004,102.2655,29.83,71,93,3.06,ID,1715403959
404,tual,-5.6667,132.75,27.96,79,27,6.47,ID,1715403960
405,pontes e lacerda,-15.2261,-59.3353,21.67,66,43,0.89,BR,1715403706
406,portland,45.5234,-122.6762,22.32,55,0,1.54,US,1715403960
407,acapulco de juarez,16.8634,-99.8901,24.9,88,20,1.54,MX,1715403960
408,fort abbas,29.1925,72.8536,37.85,20,0,2.69,PK,1715403960
409,touros,-5.1989,-35.4608,24.25,84,59,3.33,BR,1715403921
410,antigonish,45.6169,-61.9986,5.08,93,74,0.66,CA,1715403904
411,polyarnyy,69.1989,33.4478,0.65,83,100,7.34,RU,1715403960
412,wanning,18.8003,110.3967,31.62,61,100,4.54,CN,1715403844
413,zapala,-38.8992,-70.0544,2.7,81,83,1.1,AR,1715403960
414,boende,-0.2167,20.8667,22.29,92,48,1.04,CD,1715403961
415,lihue,21.9789,-159.3672,25.58,79,20,4.63,US,1715403961
416,toliara,-23.35,43.6667,24.05,62,0,2.84,MG,1715403961
417,dalai,45.5,124.3,12.96,53,65,10.78,CN,1715403961
418,dungarpur,23.8333,73.7167,35.71,30,1,0.54,IN,1715403961
419,namdrik,5.5994,168.1028,29.17,70,100,3.88,MH,1715403961
420,sola,-13.8833,167.55,26.56,63,96,7.91,VU,1715403678
421,ebon,4.582,168.6964,28.85,73,96,4.14,MH,1715403961
422,naha,26.2125,127.6811,27.38,67,75,5.14,JP,1715403961
423,villanueva,15.3167,-88.0,29.55,79,75,3.09,HN,1715403961
424,boguchany,58.3814,97.4531,18.25,39,100,2.68,RU,1715403962
425,kill devil hills,36.0307,-75.676,14.99,88,100,8.23,US,1715403850
426,vilhena,-12.7406,-60.1458,20.4,77,12,0.96,BR,1715403746
427,fada,9.5667,8.3,22.84,82,98,1.07,NG,1715403962
428,fortuna,40.5982,-124.1573,15.92,78,0,0.0,US,1715403962
429,lawton,34.6087,-98.3903,17.95,74,20,2.06,US,1715403669
430,veraval,20.9,70.3667,30.21,65,0,3.63,IN,1715403963
431,alaghsas,17.0187,8.0168,30.87,16,17,4.96,NE,1715403963
432,oktyabr'skoye,43.0645,44.7417,9.27,93,75,2.0,RU,1715403963
433,wuhai,39.6647,106.8122,23.53,12,0,6.89,CN,1715403824
434,dapa,9.7594,126.0531,29.09,74,42,3.93,PH,1715403963
435,murghob,38.1702,73.9667,5.68,42,100,1.86,TJ,1715403963
436,kudat,6.8837,116.8477,34.05,66,20,2.24,MY,1715403679
437,sinjar,36.3209,41.8754,23.63,32,100,3.07,IQ,1715403725
438,malihabad,26.9167,80.7167,31.95,26,0,2.74,IN,1715403963
439,port augusta,-32.5,137.7667,19.38,48,100,6.38,AU,1715403762
440,la sarre,48.8002,-79.1996,7.78,58,37,2.4,CA,1715403824
441,porbandar,21.6422,69.6093,31.99,58,40,4.12,IN,1715403902
442,bhamo,24.2667,97.2333,35.84,33,12,0.25,MM,1715403873
443,tra mhor,52.1624,-7.1524,11.72,73,100,0.45,IE,1715403964
444,motta sant'anastasia,37.5131,14.9659,16.55,84,40,2.06,IT,1715403964
445,phanat nikhom,13.4458,101.1844,36.71,100,89,1.01,TH,1715403964
446,plastun,44.7561,136.2939,6.81,92,100,2.38,RU,1715403964
447,bage,-31.3314,-54.1069,13.88,100,100,3.6,BR,1715403964
448,fortuna foothills,32.6578,-114.4119,27.05,18,0,2.57,US,1715403964
449,sovetskaya gavan',48.9723,140.2878,6.17,87,100,4.28,RU,1715403965
450,tibu,8.639,-72.7358,23.59,99,100,1.09,CO,1715403965
451,shimoda,34.6667,138.95,25.06,60,22,4.95,JP,1715403911
452,moshkovo,55.3053,83.6104,16.8,48,98,3.43,RU,1715403965
453,santana,-0.0583,-51.1817,28.1,89,40,1.03,BR,1715403965
454,rouissat,31.9243,5.3502,19.04,39,0,3.09,DZ,1715403965
455,arteche,12.2645,125.4048,31.61,56,96,3.6,PH,1715403965
456,faya-largeau,17.9257,19.1043,30.36,18,3,9.39,TD,1715403740
457,sharm el-sheikh,27.8518,34.305,24.08,53,0,3.09,EG,1715403965
458,okhotsk,59.3833,143.3,0.66,100,100,2.59,RU,1715403965
459,mili,6.0815,171.735,26.74,87,100,7.45,MH,1715403966
460,aswan,24.0934,32.907,27.61,12,0,0.0,EG,1715403966
461,amga,60.8953,131.9608,7.38,32,90,2.25,RU,1715403966
462,mugia,43.1041,-9.2179,12.73,88,81,3.58,ES,1715403966
463,colonia,50.9333,6.95,13.8,88,0,1.03,DE,1715403721
464,xinmin,41.9908,122.8253,20.24,27,3,9.47,CN,1715403847
465,tomohon,1.3346,124.8392,28.52,77,87,1.09,ID,1715403860
466,safi,32.1667,-8.8333,16.34,91,99,3.66,MA,1715403966
467,rio grande,-32.035,-52.0986,17.42,89,100,3.21,BR,1715403872
468,puerto armuelles,8.2833,-82.8667,26.72,77,100,1.79,PA,1715403967
469,rozdilna,46.8433,30.0792,14.08,51,52,2.96,UA,1715403967
470,djambala,-2.5447,14.7533,21.92,89,85,1.13,CG,1715403967
471,colchani,-20.3,-66.9333,7.62,40,23,3.3,BO,1715403967
472,sigli,5.3848,95.9609,30.42,67,100,3.01,ID,1715403825
473,klaksvik,62.2266,-6.589,9.51,99,100,6.81,FO,1715403967
474,bubaque,11.2833,-15.8333,26.33,78,91,4.81,GW,1715403967
475,whakatane,-37.9585,176.9854,13.62,69,41,1.79,NZ,1715403967
476,waingapu,-9.6567,120.2641,30.14,67,46,7.32,ID,1715403860
477,saurimo,-9.6608,20.3916,17.17,63,98,1.58,AO,1715403968
478,gore,-46.1028,168.9436,10.18,75,78,2.59,NZ,1715403968
479,nuriootpa,-34.4833,139.0,19.2,39,9,3.0,AU,1715403968
480,korostyshiv,50.3172,29.0563,11.33,85,100,3.7,UA,1715403968
481,chifeng,42.2683,118.9636,17.09,30,32,12.75,CN,1715403681
482,mcalester,34.9334,-95.7697,15.31,88,0,0.0,US,1715403853
483,fort-shevchenko,44.5086,50.263,16.59,50,37,7.18,KZ,1715403968
484,alvorada,-12.48,-49.1247,21.96,58,0,1.08,BR,1715403799
485,ngambe,4.2333,10.6167,22.76,99,100,0.32,CM,1715403968
486,trincomalee,8.5711,81.2335,29.58,74,80,3.77,LK,1715403968
487,kirkland lake,48.1446,-80.0377,7.16,70,100,0.51,CA,1715403703
488,hasaki,35.7333,140.8333,27.38,66,47,9.95,JP,1715403969
489,la'ie,21.6477,-157.9253,25.98,83,42,0.45,US,1715403969
490,kenai,60.5544,-151.2583,7.3,57,100,8.23,US,1715403969
491,marsa alam,25.0757,34.8918,29.33,36,64,2.67,EG,1715403969
492,aioun,16.6614,-9.6149,31.66,7,90,0.73,MR,1715403969
493,viedma,-40.8135,-62.9967,7.01,90,2,2.76,AR,1715403555
494,murun-kuren,49.6342,100.1625,21.12,16,59,2.63,MN,1715403969
495,mount gambier,-37.8333,140.7667,19.91,49,28,1.44,AU,1715403969
496,hami,42.8,93.45,29.91,9,18,2.37,CN,1715403969
497,sao miguel do araguaia,-13.275,-50.1628,22.41,53,0,1.59,BR,1715403970
498,marsabit,2.3284,37.9899,18.95,81,89,6.16,KE,1715403742
499,hau-ri,41.2006,129.4703,20.36,59,77,7.72,KP,1715403970
500,sassandra,4.95,-6.0833,26.78,87,88,2.31,CI,1715403677
501,forecariah,9.4306,-13.0881,27.13,84,93,0.43,GN,1715403970
502,shilka,51.85,116.0333,5.57,91,100,4.59,RU,1715403914
503,kapa'a,22.0752,-159.319,25.99,84,20,4.63,US,1715403970
504,nawa,27.0167,75.0,38.35,18,6,4.89,IN,1715403970
505,caleta de carquin,-11.0925,-77.6267,17.57,94,36,5.29,PE,1715403970
506,cinisi,38.1562,13.1073,17.7,88,20,1.54,IT,1715403971
507,parauna,-16.9478,-50.4486,18.05,57,39,1.54,BR,1715403971
508,luwuk,-0.9516,122.7875,28.52,71,23,3.08,ID,1715403850
509,mastung,29.7994,66.845,23.26,21,0,2.89,PK,1715403971
510,muynoq,43.7683,59.0214,18.97,29,15,1.52,UZ,1715403971
511,vila velha,-20.3297,-40.2925,23.97,100,75,0.0,BR,1715403892
512,padrauna,26.9025,83.9819,35.42,32,0,5.09,IN,1715403860
513,east london,-33.0153,27.9116,14.52,72,0,4.63,ZA,1715403971
514,phan thiet,10.9333,108.1,34.16,54,58,7.4,VN,1715403948
515,thunder bay,48.4001,-89.3168,7.99,100,75,2.57,CA,1715403814
516,xining,36.6167,101.7667,15.16,44,100,1.21,CN,1715403702
517,ulanhot,46.0833,122.0833,8.66,65,100,10.79,CN,1715403972
518,mossendjo,-2.9506,12.7261,22.46,100,98,0.54,CG,1715403972
519,gamba,-2.65,10.0,24.7,96,67,1.74,GA,1715403972
520,alo,7.4178,6.7371,25.62,92,97,1.02,NG,1715403972
521,ulaangom,49.9811,92.0667,21.21,22,57,2.3,MN,1715403676
522,gamboula,4.1178,15.1393,21.79,91,85,0.54,CF,1715403973
523,talara,-4.5772,-81.2719,19.46,90,60,6.94,PE,1715403973
524,stoughton,42.1251,-71.1023,7.94,84,83,2.3,US,1715403725
525,atar,20.5169,-13.0499,31.41,14,87,4.81,MR,1715403973
526,bamboo flat,11.7,92.7167,33.05,70,40,4.63,IN,1715403973
527,itoman,26.1247,127.6694,27.43,66,75,5.14,JP,1715403973
528,sabratah,32.7933,12.4885,17.56,79,0,2.2,LY,1715403973
529,shalkar,47.8288,59.6258,15.92,29,91,4.51,KZ,1715403973
530,vidalia,32.2177,-82.4135,21.97,68,0,3.09,US,1715403974
531,gaigeturi,33.4644,126.3183,24.03,50,0,9.26,KR,1715403974
532,maintirano,-18.0667,44.0167,25.45,64,71,2.77,MG,1715403974
533,santiago de cao,-7.9589,-79.2392,18.07,88,100,3.09,PE,1715403974
534,floro,61.5996,5.0328,9.98,76,100,5.14,NO,1715403974
535,akhmet'a,42.0311,45.2075,15.29,94,99,1.19,GE,1715403974
536,kiselevsk,53.99,86.6621,15.43,86,100,3.32,RU,1715403974
537,hue,16.4667,107.6,33.06,62,20,2.57,VN,1715403932
538,valparaiso,-33.0393,-71.6273,11.19,87,0,1.54,CL,1715403963
539,laramie,41.3114,-105.5911,3.21,79,0,2.57,US,1715403975
540,castillos,-34.1667,-53.8333,10.63,93,85,1.36,UY,1715403975
541,waddan,29.1614,16.139,15.67,77,0,3.46,LY,1715403975
542,cedral,23.8,-100.7333,24.33,37,43,4.65,MX,1715403975
543,horta,38.5333,-28.6333,17.23,96,94,6.26,PT,1715403825
544,brak,27.5496,14.2714,18.03,51,3,4.28,LY,1715403975
545,itaituba,-4.2761,-55.9836,23.98,99,53,0.68,BR,1715403975
546,kalamata,37.0389,22.1142,18.39,64,40,0.89,GR,1715403975
547,dunedin,-45.8742,170.5036,9.89,73,69,4.02,NZ,1715403676
548,naze,28.3667,129.4833,23.51,68,93,4.53,JP,1715403882
549,inarajan village,13.2736,144.7484,31.54,81,47,5.71,GU,1715403976
550,voznesenskoye,54.89,42.7569,5.69,86,100,4.92,RU,1715403976
551,scarborough,54.2797,-0.4044,13.14,88,16,2.17,GB,1715403708
552,rundu,-17.9333,19.7667,12.48,44,1,1.85,NA,1715403976
553,mlangali,-9.7833,34.5167,14.67,89,20,1.52,TZ,1715403976
554,tiznit,29.5833,-9.5,16.43,86,99,1.28,MA,1715403976
555,corn island,12.1694,-83.0418,28.52,82,80,6.34,NI,1715403976
556,jora,26.3333,77.8167,38.45,21,5,2.39,IN,1715403977
557,armacao de buzios,-22.7469,-41.8817,23.03,91,39,2.54,BR,1715403977
558,east ballina,-28.8667,153.5833,18.78,88,100,2.1,AU,1715403977
559,ndola,-12.9587,28.6366,16.0,83,7,2.05,ZM,1715403977
560,qingdao,36.0986,120.3719,20.78,46,99,2.0,CN,1715403715
561,kavaratti,10.5669,72.642,30.02,70,90,4.28,IN,1715403977
562,carutapera,-1.195,-46.02,24.53,95,50,0.91,BR,1715403977
563,hinatuan,8.3722,126.3342,31.09,63,60,2.88,PH,1715403977
564,bom jesus,-9.0744,-44.3586,18.78,49,62,0.21,BR,1715403977
565,belfast,54.5833,-5.9333,12.49,87,82,3.6,GB,1715403978
566,at taj,24.2049,23.2857,21.42,28,5,5.77,LY,1715403978
567,dryden,49.7833,-92.7503,7.16,81,0,3.09,CA,1715403978
568,besisahar,28.2313,84.3761,21.92,72,78,1.15,NP,1715403978
569,baiao,-2.7906,-49.6717,23.54,99,93,0.93,BR,1715403692
570,reggane,26.7158,0.1714,26.22,15,100,7.21,DZ,1715403978
571,kostanay,53.1667,63.5833,9.16,34,0,8.0,KZ,1715403722
572,cuito,-12.3833,16.9333,12.29,62,0,2.56,AO,1715403978
573,pingzhuang,42.0372,119.2889,17.5,29,17,12.17,CN,1715403978
574,hirara,24.8,125.2833,28.15,65,75,4.63,JP,1715403979
575,amahai,-3.3333,128.9167,28.47,76,95,2.18,ID,1715403840
576,manokwari,-0.8667,134.0833,27.44,82,98,0.71,ID,1715403979
577,bardai,11.65,7.2333,26.01,67,78,5.4,NG,1715403979
